uid,title,genre,popularity,ranked,score
33513,Ansatsu Kyoushitsu: 365-nichi no Jikan,"['Action', 'Comedy', 'School', 'Shounen']",2136,1554.0,7.55
814,Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,"['Comedy', 'Sports', 'Shounen']",3942,1552.0,7.56
218,Kidou Senkan Nadesico,"['Action', 'Comedy', 'Mecha', 'Military', 'Parody', 'Romance', 'Sci-Fi', 'Shounen', 'Space']",2211,1541.0,7.56
10999,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,"['Sci-Fi', 'Sports', 'Super Power', 'Shounen']",4564,1540.0,7.56
3165,Hidamari Sketch Specials,"['Slice of Life', 'Comedy', 'School', 'Seinen']",3498,1539.0,7.56
11663,Hakuouki OVA,"['Action', 'Historical', 'Supernatural', 'Drama', 'Samurai']",4220,1538.0,7.56
364,Gallery Fake,"['Mystery', 'Seinen']",4319,1537.0,7.56
33731,Gabriel DropOut,"['Comedy', 'Demons', 'Supernatural', 'School', 'Shounen']",383,1536.0,7.56
12049,Fairy Tail Movie 1: Houou no Miko,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",846,1535.0,7.56
39026,Dumbbell Nan Kilo Moteru?,"['Comedy', 'Ecchi', 'Slice of Life', 'Sports']",844,1534.0,7.56
25687,Digimon Adventure tri. 1: Saikai,"['Action', 'Adventure', 'Comedy', 'Drama']",1223,1533.0,7.56
1050,Bobobo-bo Bo-bobo,"['Sci-Fi', 'Adventure', 'Comedy', 'Shounen']",1630,1531.0,7.56
32828,Amaama to Inazuma,"['Comedy', 'Slice of Life', 'Seinen']",571,1529.0,7.56
10067,Angel Beats!: Another Epilogue,"['Supernatural', 'Drama', 'School']",584,1530.0,7.56
16273,Acchi Kocchi (TV): Place=Princess,"['Slice of Life', 'Comedy', 'Romance', 'School']",2091,1528.0,7.56
2268,Tatakae! Chou Robot Seimeitai Transformers,"['Sci-Fi', 'Adventure', 'Mecha', 'Shounen']",4879,1525.0,7.57
1924,Urusei Yatsura Movie 5: Kanketsu-hen,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",6027,1527.0,7.57
1372,Taiho Shichau zo (TV),"['Action', 'Comedy', 'Police', 'Seinen']",3272,1524.0,7.57
3369,Shoubushi Densetsu Tetsuya,"['Game', 'Historical', 'Shounen']",5367,1523.0,7.57
15775,Saint☆Oniisan,"['Comedy', 'Seinen', 'Slice of Life']",1669,1521.0,7.57
32485,Prison School: Mad Wax,"['Comedy', 'Romance', 'Ecchi', 'School', 'Seinen']",1358,1520.0,7.57
32792,Mobile Suit Gundam Unicorn RE:0096,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",3189,1518.0,7.57
5419,Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,"['Parody', 'Comedy', 'School']",4713,1519.0,7.57
522,Metropolis,"['Adventure', 'Drama', 'Police', 'Romance', 'Sci-Fi', 'Shounen']",1536,1517.0,7.57
36565,Major 2nd (TV),"['Comedy', 'Sports', 'Drama', 'Shounen']",3481,1516.0,7.57
32900,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,"['Action', 'Sci-Fi', 'Supernatural', 'Magic']",1150,1515.0,7.57
35984,Mahou Shoujo Lyrical Nanoha: Detonation,"['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']",5698,1514.0,7.57
19191,Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,"['Sci-Fi', 'Police', 'Psychological', 'Mecha']",2268,1513.0,7.57
15439,"Kono Danshi, Ningyo Hiroimashita.","['Fantasy', 'Shounen Ai']",2850,1512.0,7.57
37475,Kishuku Gakkou no Juliet,"['Action', 'Comedy', 'Romance', 'School', 'Shounen']",814,1511.0,7.57
33034,Kiniro Mosaic: Pretty Days,"['Slice of Life', 'Comedy', 'School', 'Seinen']",3598,1510.0,7.57
11013,Inu x Boku SS,"['Comedy', 'Supernatural', 'Romance', 'Shounen']",286,1509.0,7.57
33654,Hitorijime My Hero,"['Drama', 'Romance', 'School', 'Shounen Ai', 'Slice of Life']",1604,1508.0,7.57
13115,Hakuouki Reimeiroku,"['Action', 'Historical', 'Supernatural', 'Drama', 'Samurai', 'Josei']",2093,1507.0,7.57
1316,Idaten Jump,"['Game', 'School', 'Sports']",5379,3953.0,6.96
981,Ichigo 100% OVA,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Shounen']",2982,3952.0,6.96
3807,Honoo no Alpenrose: Judy & Randy,"['Historical', 'Drama', 'Romance', 'Shoujo']",8006,3951.0,6.96
1465,Hakaima Sadamitsu,"['Action', 'Mecha', 'School', 'Sci-Fi', 'Seinen']",6002,3950.0,6.96
3710,Hakaba Kitarou,"['Horror', 'Supernatural']",4545,3949.0,6.96
2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,"['Action', 'Adventure', 'Space', 'Drama', 'Sci-Fi']",7079,3947.0,6.96
3760,Grimm Douwa: Kin no Tori,"['Adventure', 'Fantasy']",9289,3948.0,6.96
5688,Gegege no Kitarou (1968),"['Adventure', 'Comedy', 'Horror', 'Supernatural', 'Fantasy']",7237,3946.0,6.95
19067,Future Card Buddyfight,['Game'],5325,3945.0,6.96
126,Futakoi Alternative,"['Comedy', 'Drama', 'Romance']",2731,3944.0,6.96
36344,Full Metal Panic! Movie 3: Into the Blue,"['Action', 'Military', 'Sci-Fi', 'Comedy', 'Mecha']",6761,3943.0,6.96
9347,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,"['Harem', 'Comedy', 'Romance', 'Vampire', 'Fantasy']",2968,3942.0,6.96
7559,Fate/stay night TV Reproduction,"['Action', 'Supernatural', 'Magic', 'Romance', 'Fantasy', 'Shounen']",2501,3941.0,6.96
903,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,"['Action', 'Adventure', 'Comedy', 'Demons', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",1289,3939.0,6.96
5072,Dragonaut: The Resonance - Kotou - Tozasareta Kyousoo,"['Action', 'Sci-Fi', 'Space', 'Romance', 'Mecha']",4744,3940.0,6.96
899,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",1302,3938.0,6.96
38653,Dragon Ball Super: Broly - Skytree Super,"['Action', 'Comedy', 'Shounen']",5242,3937.0,6.96
29589,Denpa Kyoushi (TV),"['Comedy', 'Romance', 'School', 'Shounen']",1024,3935.0,6.96
3031,Digimon Frontier: Ornismon Fukkatsu!!,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",3589,3936.0,6.96
36049,Dagashi Kashi 2,"['Slice of Life', 'Comedy', 'Shounen']",1236,3934.0,6.96
8728,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama,"['School', 'Supernatural']",2907,3933.0,6.96
2692,CB Chara Go Nagai World,"['Action', 'Parody', 'Comedy']",7720,3932.0,6.96
13145,Cardfight!! Vanguard: Asia Circuit-hen,"['Action', 'Game', 'Adventure', 'Demons', 'Shounen']",3514,3931.0,6.96
23991,Cardfight!! Vanguard Movie: Neon Messiah,"['Action', 'Adventure', 'Game', 'Demons', 'Shounen']",6248,3930.0,6.96
2122,Captain Tsubasa: Saikyou no Teki! Holland Youth,"['Action', 'Shounen', 'Sports']",6693,3929.0,6.96
4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,"['Romance', 'School', 'Shoujo Ai']",1720,3928.0,6.96
750,Binchou-tan,"['Slice of Life', 'Comedy']",4590,3926.0,6.96
405,Blood: The Last Vampire,"['Horror', 'Supernatural', 'Vampire']",1269,3927.0,6.96
2171,Detective Conan Movie 11: Jolly Roger in the Deep Azure,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",2635,1506.0,7.57
4981,Casshern Sins,"['Action', 'Adventure', 'Drama', 'Psychological', 'Sci-Fi']",960,1505.0,7.57
2800,Candy Candy,"['Slice of Life', 'Drama', 'Shoujo']",3370,1504.0,7.57
1003,Aa! Megami-sama! (TV) Specials,"['Magic', 'Comedy', 'Romance', 'Supernatural', 'Seinen']",2971,1503.0,7.57
11743,Toaru Majutsu no Index Movie: Endymion no Kiseki,"['Action', 'Magic', 'Sci-Fi', 'Super Power']",1261,1502.0,7.58
2424,"Suteki Desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!","['Comedy', 'Shoujo']",2939,1501.0,7.58
3359,Amatsuki,"['Action', 'Demons', 'Fantasy', 'Historical', 'Shoujo', 'Supernatural']",1894,3925.0,6.96
39078,Aikatsu Friends!: Kagayaki no Jewel,"['Music', 'Slice of Life', 'School', 'Shoujo']",7439,3924.0,6.96
7669,"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi","['Comedy', 'Fantasy', 'School']",3466,3923.0,6.96
15489,Yu☆Gi☆Oh! Zexal Second,"['Action', 'Fantasy', 'Game', 'Shounen']",3092,3922.0,6.97
21409,The iDOLM@STER Cinderella Girls 2nd Anniversary PV,['Music'],6608,3920.0,6.97
2087,VS Knight Lamune & 40 Fire,"['Action', 'Comedy', 'Fantasy', 'Mecha', 'Shounen']",8139,3921.0,6.97
2415,Super Fishing Grander Musashi,"['Adventure', 'Sports']",7040,3919.0,6.97
789,Shinigami no Ballad.,"['Drama', 'Fantasy', 'Psychological', 'Supernatural']",2225,3918.0,6.97
419,Samurai Deeper Kyou,"['Adventure', 'Comedy', 'Historical', 'Supernatural', 'Samurai', 'Shounen']",2000,3917.0,6.97
1489,Renkin San-kyuu Magical? Pokaan Specials,"['Comedy', 'Parody', 'Magic', 'Ecchi', 'Vampire']",5342,3916.0,6.97
1954,Rayearth,"['Action', 'Adventure', 'Fantasy']",3985,3915.0,6.97
1553,Queen Emeraldas,"['Action', 'Sci-Fi', 'Adventure', 'Space']",5685,3914.0,6.97
34346,Pig: Oka no Ue no Dam Keeper,['Fantasy'],10836,3913.0,6.97
33417,Super Lovers 2,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'Shounen Ai']",2029,1500.0,7.58
8197,So Ra No Wo To Specials,"['Military', 'Music', 'Sci-Fi', 'Slice of Life']",3040,1499.0,7.58
6802,So Ra No Wo To,"['Military', 'Sci-Fi', 'Music', 'Slice of Life']",917,1498.0,7.58
2501,Papuwa,"['Adventure', 'Comedy']",8991,3912.0,6.97
35484,Osake wa Fuufu ni Natte kara,"['Comedy', 'Romance', 'Slice of Life']",1169,3911.0,6.97
229,Ninin ga Shinobuden,"['Comedy', 'Parody', 'Martial Arts']",2659,3910.0,6.97
36962,Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,"['Drama', 'Shounen']",2128,1497.0,7.58
936,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Supernatural']",794,3909.0,6.97
9979,Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,"['Action', 'Fantasy', 'Magic', 'Shoujo']",6216,1495.0,7.58
33487,Masamune-kun no Revenge,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']",217,3908.0,6.97
11355,"Kono Danshi, Uchuujin to Tatakaemasu.","['Action', 'Fantasy', 'Shounen Ai', 'Super Power', 'Supernatural']",3238,3907.0,6.97
23135,PriPara,"['Music', 'Slice of Life', 'School', 'Shoujo']",3809,1496.0,7.58
11281,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,"['Action', 'Comedy', 'Mecha', 'Parody', 'Samurai', 'Shounen']",9634,3905.0,6.97
21511,Kantai Collection: KanColle,"['Action', 'Military', 'Sci-Fi', 'Slice of Life', 'School']",654,3904.0,6.97
18045,Koi to Senkyo to Chocolate: Koi Imouto!,"['Drama', 'Romance', 'School']",2916,3906.0,6.97
38530,Doraemon Movie 39: Nobita no Getsumen Tansaki,"['Adventure', 'Fantasy', 'Kids', 'Sci-Fi', 'Space']",9960,3903.0,6.97
1844,Clamp Gakuen Tanteidan,"['Action', 'Mystery', 'Comedy', 'Shoujo']",4292,3902.0,6.97
3848,"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura","['Action', 'Adventure', 'Comedy', 'Super Power', 'Fantasy', 'Shounen']",2117,1493.0,7.58
1029,Omoide Poroporo,"['Slice of Life', 'Drama', 'Romance']",1490,1492.0,7.58
1049,Cello Hiki no Gauche (1982),"['Music', 'Kids', 'Drama', 'Fantasy']",4267,3901.0,6.97
12255,Carnival Phantasm: Illya-jou,"['Parody', 'Comedy']",2714,3900.0,6.97
35946,Nanatsu no Taizai Movie: Tenkuu no Torawarebito,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",1015,1491.0,7.58
3626,Mobile Suit Gundam Wing: Operation Meteor,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Space', 'Psychological', 'Drama', 'Mecha']",4574,1490.0,7.58
1563,Magic Knight Rayearth II,"['Adventure', 'Drama', 'Fantasy', 'Magic', 'Mecha', 'Romance', 'Shoujo']",2886,1489.0,7.58
1579,Kiniro no Corda: Primo Passo,"['Comedy', 'Drama', 'Harem', 'Magic', 'Music', 'Romance', 'School', 'Shoujo']",1371,1488.0,7.58
36754,Kakuriyo no Yadomeshi,"['Demons', 'Supernatural']",1495,1486.0,7.58
5290,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,"['Comedy', 'Sci-Fi', 'Shounen']",6569,1487.0,7.58
38472,Isekai Quartet,"['Comedy', 'Fantasy', 'Parody']",601,1485.0,7.58
24781,Imawa no Kuni no Alice (OVA),"['Action', 'Psychological', 'Supernatural', 'Thriller', 'Shounen']",2702,1484.0,7.58
36824,Huyao Xiao Hongniang: Nan Guo,"['Comedy', 'Historical', 'Romance', 'Supernatural']",6012,1483.0,7.58
2174,Hokuto no Ken: Raoh Gaiden Gekitou-hen,"['Action', 'Adventure', 'Martial Arts', 'Romance']",4951,1482.0,7.58
1356,Hokuto no Ken 2,"['Action', 'Super Power', 'Drama', 'Martial Arts']",3221,1481.0,7.58
24703,High School DxD BorN,"['Action', 'Comedy', 'Demons', 'Ecchi', 'Harem', 'Romance', 'School']",188,1480.0,7.58
270,Hellsing,"['Action', 'Horror', 'Supernatural', 'Vampire', 'Seinen']",153,1479.0,7.58
23269,Hello!! Kiniro Mosaic,"['Slice of Life', 'Comedy', 'School', 'Seinen']",1735,1478.0,7.58
587,Hanbun no Tsuki ga Noboru Sora,"['Comedy', 'Drama', 'Romance']",1323,1477.0,7.58
16528,Hal,"['Sci-Fi', 'Drama', 'Romance', 'Shoujo']",1228,1476.0,7.58
33378,"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai","['Comedy', 'Historical', 'Romance', 'Shoujo']",4087,1475.0,7.58
4039,Golgo 13 (TV),"['Action', 'Adventure', 'Drama', 'Thriller', 'Seinen']",2607,1474.0,7.58
21273,Gochuumon wa Usagi Desu ka?,"['Slice of Life', 'Comedy']",725,1473.0,7.58
1251,Fushigi no Umi no Nadia,"['Adventure', 'Comedy', 'Historical', 'Romance', 'Sci-Fi']",2098,1472.0,7.58
37958,Fukigen na Mononokean Tsuzuki,"['Comedy', 'Demons', 'Supernatural']",2757,1471.0,7.58
31376,Flying Witch,"['Slice of Life', 'Comedy', 'Supernatural', 'Magic', 'Shounen']",604,1470.0,7.58
2118,Captain Tsubasa: Europe Daikessen,"['Action', 'Sports', 'Shounen']",6117,3899.0,6.97
1186,Battle Athletess Daiundoukai (TV),"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Sports', 'Drama', 'School', 'Shounen']",5214,3898.0,6.97
1797,Animation Seisaku Shinkou Kuromi-chan,"['Comedy', 'Parody', 'Drama']",4863,3897.0,6.97
2554,Ai Shoujo Pollyanna Story,"['Drama', 'Historical', 'Slice of Life']",6474,3896.0,6.97
7113,30th Gundam Perfect Mission,"['Mecha', 'Sci-Fi']",5571,3895.0,6.97
21781,Tsubasa to Hotaru,"['Romance', 'School', 'Shoujo']",4244,3894.0,6.98
12727,Thermae Romae Specials,"['Comedy', 'Historical', 'Seinen']",7365,3893.0,6.98
23233,Shinmai Maou no Testament,"['Action', 'Ecchi', 'Fantasy', 'Romance', 'Harem', 'Demons']",251,3892.0,6.98
8767,Shin Tenchi Muyou! Specials,"['Comedy', 'Romance', 'Sci-Fi', 'Shounen']",6979,3891.0,6.98
36692,Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,"['Sci-Fi', 'Music', 'Slice of Life', 'Comedy']",7381,3890.0,6.98
32468,Nirvana,['Music'],5662,3889.0,6.98
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,"['Game', 'Comedy', 'Romance', 'Ecchi', 'School']",324,3888.0,6.98
2751,Miyori no Mori,"['Slice of Life', 'Fantasy', 'Drama']",4443,3887.0,6.98
632,Mahoromatic End Year Special,"['Ecchi', 'Romance', 'Comedy', 'Military', 'Sci-Fi']",5450,3885.0,6.98
1504,Macross Flash Back 2012,"['Drama', 'Mecha', 'Military', 'Sci-Fi']",5030,3884.0,6.98
37895,Ling Yu 5th Season,['Fantasy'],10414,3882.0,6.98
24909,Kaitou Joker,"['Adventure', 'Comedy', 'Mystery', 'Shounen']",4461,3880.0,6.98
2757,Juuni Senshi Bakuretsu Eto Ranger,"['Action', 'Fantasy', 'Comedy']",8787,3879.0,6.98
34178,Inazuma Eleven: Outer Code,['Sports'],6333,3878.0,6.98
4935,Ikkyuu-san,"['Kids', 'Comedy', 'Historical']",9138,3877.0,6.98
29101,Grisaia no Kajitsu Specials,['Ecchi'],1898,3875.0,6.98
2595,D.C.II: Da Capo II,"['Drama', 'Ecchi', 'Romance', 'School']",2527,3873.0,6.98
3620,Blue Seed Omake,"['Comedy', 'Parody']",7480,3872.0,6.98
16512,Devil Survivor 2 The Animation,"['Action', 'Demons', 'Supernatural']",808,3874.0,6.98
27727,Binan Koukou Chikyuu Boueibu LOVE!,"['Slice of Life', 'Comedy', 'Parody', 'Magic', 'School']",1617,3871.0,6.98
1028,Arete Hime,"['Fantasy', 'Magic']",4489,3870.0,6.98
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,"['Comedy', 'Magic', 'Supernatural']",3280,3869.0,6.98
5992,Tsuyoshi Shikkari Shinasai,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Slice of Life']",8918,3865.0,6.99
1568,Sumomomo Momomo: Chijou Saikyou no Yome,"['Action', 'Comedy', 'Romance', 'Martial Arts', 'Seinen']",1995,3862.0,6.99
38578,Star☆Twinkle Precure,"['Action', 'Magic', 'Fantasy', 'Shoujo']",5776,3861.0,6.99
169,Shingetsutan Tsukihime,"['Action', 'Horror', 'Mystery', 'Romance', 'Super Power', 'Supernatural', 'Vampire']",922,3859.0,6.99
34304,PriPara Movie: Mi~nna de Kagayake! Kirarin☆Star Live!,"['Music', 'Slice of Life', 'School', 'Shoujo']",9536,3856.0,6.99
38431,Persona 5 the Animation TV Specials,"['Action', 'Fantasy', 'School', 'Supernatural']",3566,3855.0,6.99
4202,Mokke Specials,"['Mystery', 'Slice of Life', 'Supernatural']",8277,3854.0,6.99
673,Mai-HiME Specials,['Comedy'],4252,3852.0,6.99
1421,Lupin III: Hemingway Paper no Nazo,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",6086,3851.0,6.99
4807,Mashin Eiyuuden Wataru 2,"['Adventure', 'Comedy', 'Mecha']",9943,3853.0,6.99
22013,Koukaku Kidoutai Nyuumon Arise,['Comedy'],5194,3848.0,6.99
4786,Kodomo no Jikan Recap,"['Comedy', 'Ecchi', 'School']",4270,3847.0,6.99
1457,Key the Metal Idol,"['Action', 'Sci-Fi', 'Music', 'Psychological', 'Drama', 'Mecha']",3871,3844.0,6.99
2569,Jungle Book Shounen Mowgli,"['Adventure', 'Drama']",5891,3843.0,6.99
6734,Ginga Tetsudou 999: Eien no Tabibito Emeraldas,"['Sci-Fi', 'Space']",9039,3842.0,6.99
993,Dual! Parallel Runrun Monogatari Special;,"['Sci-Fi', 'Harem', 'Comedy', 'Drama', 'Romance', 'Mecha']",6015,3839.0,6.99
34552,Dream Festival! R,['Music'],6771,3838.0,6.99
892,Dragon Ball Movie 3: Makafushigi Daibouken,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen', 'Super Power']",2265,3837.0,6.99
3407,Blassreiter,"['Action', 'Sci-Fi']",1493,3836.0,6.99
37498,Black Fox,['Action'],2030,3835.0,6.99
579,Battle Programmer Shirase,"['Comedy', 'Ecchi', 'Sci-Fi']",2664,3834.0,6.99
1762,Arslan Senki,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical']",3522,3833.0,6.99
1798,Animation Seisaku Shinkou Kuromi-chan 2,"['Comedy', 'Parody', 'Drama']",5861,3832.0,6.99
280,Animal Yokochou,"['Adventure', 'Comedy', 'Fantasy', 'Shoujo']",7958,3831.0,6.99
21743,Donten ni Warau,"['Action', 'Historical', 'Shoujo', 'Supernatural']",1218,1469.0,7.58
